m,TagName,
"2016-11-01 00:00:00","java","15671"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6096"
"2016-11-01 00:00:00","php","11976"
"2016-11-01 00:00:00","r","3564"
"2016-11-01 00:00:00","go","477"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4366"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","java","13859"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19819"
"2016-12-01 00:00:00","c","2799"
"2016-12-01 00:00:00","c#","10696"
"2016-12-01 00:00:00","php","11496"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1628"
"2016-12-01 00:00:00","python","13065"
"2016-12-01 00:00:00","c++","5239"
"2016-12-01 00:00:00","swift","3943"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5655"
"2017-01-01 00:00:00","java","14588"
"2017-01-01 00:00:00","c#","11697"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21424"
"2017-01-01 00:00:00","c","2762"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12645"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4345"
"2017-01-01 00:00:00","python","14301"
"2017-01-01 00:00:00","r","3495"
"2017-02-01 00:00:00","python","14795"
"2017-02-01 00:00:00","java","14590"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21197"
"2017-02-01 00:00:00","c","2729"
"2017-02-01 00:00:00","c#","11502"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1629"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5175"
"2017-02-01 00:00:00","php","12526"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6232"
"2017-03-01 00:00:00","c","2970"
"2017-03-01 00:00:00","c#","12995"
"2017-03-01 00:00:00","java","17332"
"2017-03-01 00:00:00","python","17146"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23727"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1792"
"2017-03-01 00:00:00","go","653"
"2017-03-01 00:00:00","swift","4621"
"2017-03-01 00:00:00","php","14095"
"2017-04-01 00:00:00","c#","11099"
"2017-04-01 00:00:00","c","2861"
"2017-04-01 00:00:00","c++","5888"
"2017-04-01 00:00:00","python","15656"
"2017-04-01 00:00:00","javascript","21259"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12444"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","ruby","1489"
"2017-04-01 00:00:00","java","15948"
"2017-04-01 00:00:00","swift","3925"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4265"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16353"
"2017-05-01 00:00:00","r","4323"
"2017-05-01 00:00:00","php","13056"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2746"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","c#","11995"
"2017-05-01 00:00:00","python","16197"
"2017-05-01 00:00:00","javascript","22407"
"2017-05-01 00:00:00","c++","5308"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4102"
"2017-06-01 00:00:00","javascript","21604"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","c","2355"
"2017-06-01 00:00:00","go","575"
"2017-06-01 00:00:00","c#","11308"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4696"
"2017-06-01 00:00:00","python","16041"
"2017-06-01 00:00:00","java","14631"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11784"
"2017-07-01 00:00:00","c#","11210"
"2017-07-01 00:00:00","javascript","21624"
"2017-07-01 00:00:00","python","16931"
"2017-07-01 00:00:00","c","2053"
"2017-07-01 00:00:00","java","14162"
"2017-07-01 00:00:00","php","11797"
"2017-07-01 00:00:00","c++","5028"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13770"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10953"
"2017-08-01 00:00:00","c","2050"
"2017-08-01 00:00:00","python","16474"
"2017-08-01 00:00:00","go","611"
"2017-08-01 00:00:00","c++","4799"
"2017-08-01 00:00:00","javascript","21368"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4190"
"2017-08-01 00:00:00","r","4573"
"2017-08-01 00:00:00","php","11672"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9880"
"2017-09-01 00:00:00","c","2103"
"2017-09-01 00:00:00","python","15464"
"2017-09-01 00:00:00","java","12771"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4479"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19006"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","php","10711"
"2017-09-01 00:00:00","swift","3781"
"2017-10-01 00:00:00","javascript","19887"
"2017-10-01 00:00:00","c","2787"
"2017-10-01 00:00:00","c#","10241"
"2017-10-01 00:00:00","php","10852"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16966"
"2017-10-01 00:00:00","java","14028"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5226"
"2017-10-01 00:00:00","r","4546"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3905"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14197"
"2017-11-01 00:00:00","r","4516"
"2017-11-01 00:00:00","php","10617"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2962"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9813"
"2017-11-01 00:00:00","python","17008"
"2017-11-01 00:00:00","javascript","19426"
"2017-11-01 00:00:00","c++","5043"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3676"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4465"
"2017-12-01 00:00:00","c#","8617"
"2017-12-01 00:00:00","java","11995"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17003"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9161"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3209"
"2017-12-01 00:00:00","python","14959"
"2017-12-01 00:00:00","r","3718"
"2018-01-01 00:00:00","python","16255"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12362"
"2018-01-01 00:00:00","javascript","18944"
"2018-01-01 00:00:00","c#","9392"
"2018-01-01 00:00:00","c","2220"
"2018-01-01 00:00:00","c++","4763"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3758"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10143"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4201"
"2018-02-01 00:00:00","java","12051"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","284"
"2018-02-01 00:00:00","c#","8592"
"2018-02-01 00:00:00","c","2149"
"2018-02-01 00:00:00","python","16340"
"2018-02-01 00:00:00","go","583"
"2018-02-01 00:00:00","c++","4574"
"2018-02-01 00:00:00","javascript","17234"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3417"
"2018-02-01 00:00:00","r","4509"
"2018-02-01 00:00:00","php","9150"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19177"
"2018-03-01 00:00:00","c#","9803"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17916"
"2018-03-01 00:00:00","c++","5196"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13591"
"2018-03-01 00:00:00","php","9866"
"2018-03-01 00:00:00","r","5106"
"2018-03-01 00:00:00","swift","4066"
"2018-04-01 00:00:00","java","13512"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2200"
"2018-04-01 00:00:00","c#","9259"
"2018-04-01 00:00:00","javascript","17974"
"2018-04-01 00:00:00","php","8951"
"2018-04-01 00:00:00","c++","4673"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","16995"
"2018-04-01 00:00:00","r","4737"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9941"
"2018-05-01 00:00:00","c++","4697"
"2018-05-01 00:00:00","python","17590"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18086"
"2018-05-01 00:00:00","c","2376"
"2018-05-01 00:00:00","java","13488"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3628"
"2018-05-01 00:00:00","php","9489"
"2018-05-01 00:00:00","r","4733"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","c#","8799"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4111"
"2018-06-01 00:00:00","java","11813"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17199"
"2018-06-01 00:00:00","r","4495"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","php","8454"
"2018-06-01 00:00:00","python","16829"
"2018-06-01 00:00:00","ruby","992"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11777"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9419"
"2018-07-01 00:00:00","go","694"
"2018-07-01 00:00:00","c","1607"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17949"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17824"
"2018-07-01 00:00:00","php","8581"
"2018-07-01 00:00:00","c++","3920"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9532"
"2018-08-01 00:00:00","python","17829"
"2018-08-01 00:00:00","c","1694"
"2018-08-01 00:00:00","java","11380"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3935"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17929"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8551"
"2018-08-01 00:00:00","r","4129"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8417"
"2018-09-01 00:00:00","c++","3775"
"2018-09-01 00:00:00","python","16101"
"2018-09-01 00:00:00","c","1857"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16081"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7747"
"2018-09-01 00:00:00","java","10832"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3795"
"2018-09-01 00:00:00","swift","3151"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12627"
"2018-10-01 00:00:00","php","8279"
"2018-10-01 00:00:00","r","4388"
"2018-10-01 00:00:00","c#","9385"
"2018-10-01 00:00:00","c","2484"
"2018-10-01 00:00:00","c++","4351"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17527"
"2018-10-01 00:00:00","ruby","904"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3294"
"2018-10-01 00:00:00","python","18263"
"2018-11-01 00:00:00","javascript","16290"
"2018-11-01 00:00:00","go","720"
"2018-11-01 00:00:00","python","18154"
"2018-11-01 00:00:00","c","2564"
"2018-11-01 00:00:00","c#","8537"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","java","11853"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","836"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","2999"
"2018-11-01 00:00:00","r","4270"
"2018-11-01 00:00:00","php","7191"
"2018-12-01 00:00:00","javascript","14387"
"2018-12-01 00:00:00","java","10581"
"2018-12-01 00:00:00","c#","7613"
"2018-12-01 00:00:00","c","2233"
"2018-12-01 00:00:00","php","6320"
"2018-12-01 00:00:00","python","15870"
"2018-12-01 00:00:00","c++","3612"
"2018-12-01 00:00:00","assembly","234"
"2018-12-01 00:00:00","ruby","810"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2796"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3435"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11155"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8832"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2320"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17107"
"2019-01-01 00:00:00","r","3983"
"2019-01-01 00:00:00","javascript","16117"
"2019-01-01 00:00:00","php","7300"
"2019-01-01 00:00:00","c++","3944"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2930"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8430"
"2019-02-01 00:00:00","python","17680"
"2019-02-01 00:00:00","c","2082"
"2019-02-01 00:00:00","java","11123"
"2019-02-01 00:00:00","delphi","192"
"2019-02-01 00:00:00","c++","3784"
"2019-02-01 00:00:00","go","632"
"2019-02-01 00:00:00","perl","254"
"2019-02-01 00:00:00","javascript","15814"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7416"
"2019-02-01 00:00:00","r","4293"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12205"
"2019-03-01 00:00:00","c++","4492"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17476"
"2019-03-01 00:00:00","c","2415"
"2019-03-01 00:00:00","c#","9037"
"2019-03-01 00:00:00","php","7899"
"2019-03-01 00:00:00","go","726"
"2019-03-01 00:00:00","perl","234"
"2019-03-01 00:00:00","python","20068"
"2019-03-01 00:00:00","r","4546"
"2019-03-01 00:00:00","ruby","849"
"2019-03-01 00:00:00","swift","2969"
"2019-04-01 00:00:00","delphi","205"
"2019-04-01 00:00:00","javascript","16274"
"2019-04-01 00:00:00","assembly","315"
"2019-04-01 00:00:00","c#","9181"
"2019-04-01 00:00:00","php","7291"
"2019-04-01 00:00:00","c++","4419"
"2019-04-01 00:00:00","c","2451"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11263"
"2019-04-01 00:00:00","swift","3103"
"2019-04-01 00:00:00","python","19915"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4633"
"2019-05-01 00:00:00","c#","9038"
"2019-05-01 00:00:00","assembly","240"
"2019-05-01 00:00:00","c","2099"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","javascript","16154"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","java","11127"
"2019-05-01 00:00:00","go","675"
"2019-05-01 00:00:00","c++","4131"
"2019-05-01 00:00:00","php","6972"
"2019-05-01 00:00:00","r","4297"
"2019-05-01 00:00:00","python","18924"
"2019-05-01 00:00:00","swift","3117"
"2019-05-01 00:00:00","ruby","759"
"2019-06-01 00:00:00","java","9663"
"2019-06-01 00:00:00","javascript","14837"
"2019-06-01 00:00:00","c#","7621"
"2019-06-01 00:00:00","go","531"
"2019-06-01 00:00:00","assembly","200"
"2019-06-01 00:00:00","php","6029"
"2019-06-01 00:00:00","c++","3648"
"2019-06-01 00:00:00","c","1732"
"2019-06-01 00:00:00","python","17259"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","swift","3102"
"2019-06-01 00:00:00","r","3957"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","188"
"2019-07-01 00:00:00","c++","4268"
"2019-07-01 00:00:00","c","1761"
"2019-07-01 00:00:00","c#","8454"
"2019-07-01 00:00:00","java","10857"
"2019-07-01 00:00:00","python","19793"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16177"
"2019-07-01 00:00:00","r","4217"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","go","638"
"2019-07-01 00:00:00","swift","3053"
"2019-07-01 00:00:00","php","6685"
"2019-08-01 00:00:00","c#","7723"
"2019-08-01 00:00:00","c","1556"
"2019-08-01 00:00:00","c++","3300"
"2019-08-01 00:00:00","python","18083"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15252"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5829"
"2019-08-01 00:00:00","java","9118"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","196"
"2019-08-01 00:00:00","swift","2557"
"2019-08-01 00:00:00","r","3956"
"2019-09-01 00:00:00","java","9696"
"2019-09-01 00:00:00","c","2012"
"2019-09-01 00:00:00","c#","7855"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","javascript","14896"
"2019-09-01 00:00:00","c++","3783"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5591"
"2019-09-01 00:00:00","go","623"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16915"
"2019-09-01 00:00:00","r","3948"
"2019-09-01 00:00:00","ruby","720"
"2019-09-01 00:00:00","swift","2563"
"2019-10-01 00:00:00","c#","8425"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c++","4846"
"2019-10-01 00:00:00","python","20491"
"2019-10-01 00:00:00","javascript","16007"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2488"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11242"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6104"
"2019-10-01 00:00:00","swift","3114"
"2019-10-01 00:00:00","r","4393"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","c","2520"
"2019-11-01 00:00:00","c#","8041"
"2019-11-01 00:00:00","c++","4744"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10348"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15772"
"2019-11-01 00:00:00","php","6118"
"2019-11-01 00:00:00","r","4293"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20655"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2897"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9066"
"2019-12-01 00:00:00","c#","7228"
"2019-12-01 00:00:00","go","621"
"2019-12-01 00:00:00","python","18164"
"2019-12-01 00:00:00","c","2161"
"2019-12-01 00:00:00","c++","4216"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14331"
"2019-12-01 00:00:00","swift","2679"
"2019-12-01 00:00:00","r","3746"
"2019-12-01 00:00:00","php","5256"
"2020-01-01 00:00:00","assembly","230"
"2020-01-01 00:00:00","c#","7832"
"2020-01-01 00:00:00","c","2056"
"2020-01-01 00:00:00","python","20062"
"2020-01-01 00:00:00","java","10010"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4250"
"2020-01-01 00:00:00","r","4157"
"2020-01-01 00:00:00","go","653"
"2020-01-01 00:00:00","ruby","766"
"2020-01-01 00:00:00","javascript","16064"
"2020-01-01 00:00:00","swift","2911"
"2020-01-01 00:00:00","php","5922"
"2020-02-01 00:00:00","c#","7742"
"2020-02-01 00:00:00","c","1996"
"2020-02-01 00:00:00","c++","4109"
"2020-02-01 00:00:00","python","20111"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","667"
"2020-02-01 00:00:00","javascript","15798"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5710"
"2020-02-01 00:00:00","java","10091"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2768"
"2020-02-01 00:00:00","r","4699"
"2020-03-01 00:00:00","java","11115"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2500"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7818"
"2020-03-01 00:00:00","python","22805"
"2020-03-01 00:00:00","c++","4667"
"2020-03-01 00:00:00","assembly","297"
"2020-03-01 00:00:00","javascript","17619"
"2020-03-01 00:00:00","perl","200"
"2020-03-01 00:00:00","r","5131"
"2020-03-01 00:00:00","php","5716"
"2020-03-01 00:00:00","swift","2929"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12683"
"2020-04-01 00:00:00","assembly","381"
"2020-04-01 00:00:00","c++","6247"
"2020-04-01 00:00:00","c#","8626"
"2020-04-01 00:00:00","c","3261"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","20989"
"2020-04-01 00:00:00","go","804"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6703"
"2020-04-01 00:00:00","ruby","771"
"2020-04-01 00:00:00","python","27761"
"2020-04-01 00:00:00","swift","3464"
"2020-04-01 00:00:00","r","6178"
"2020-05-01 00:00:00","java","12110"
"2020-05-01 00:00:00","c#","8645"
"2020-05-01 00:00:00","assembly","356"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","c","3391"
"2020-05-01 00:00:00","javascript","21564"
"2020-05-01 00:00:00","go","766"
"2020-05-01 00:00:00","c++","6455"
"2020-05-01 00:00:00","php","6586"
"2020-05-01 00:00:00","python","29581"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","698"
"2020-05-01 00:00:00","r","6025"
"2020-05-01 00:00:00","swift","3541"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","java","10895"
"2020-06-01 00:00:00","c++","5648"
"2020-06-01 00:00:00","c","2604"
"2020-06-01 00:00:00","php","5988"
"2020-06-01 00:00:00","assembly","330"
"2020-06-01 00:00:00","c#","7936"
"2020-06-01 00:00:00","go","714"
"2020-06-01 00:00:00","javascript","19921"
"2020-06-01 00:00:00","perl","200"
"2020-06-01 00:00:00","python","27253"
"2020-06-01 00:00:00","r","5453"
"2020-06-01 00:00:00","ruby","616"
"2020-06-01 00:00:00","swift","3190"
"2020-07-01 00:00:00","delphi","195"
"2020-07-01 00:00:00","java","10548"
"2020-07-01 00:00:00","javascript","20022"
"2020-07-01 00:00:00","c++","5200"
"2020-07-01 00:00:00","c#","7868"
"2020-07-01 00:00:00","assembly","277"
"2020-07-01 00:00:00","c","2114"
"2020-07-01 00:00:00","python","26455"
"2020-07-01 00:00:00","php","6015"
"2020-07-01 00:00:00","r","4952"
"2020-07-01 00:00:00","go","649"
"2020-07-01 00:00:00","ruby","700"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","swift","3009"
"2020-08-01 00:00:00","delphi","187"
"2020-08-01 00:00:00","javascript","20281"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","java","10702"
"2020-08-01 00:00:00","assembly","269"
"2020-08-01 00:00:00","c#","7834"
"2020-08-01 00:00:00","r","4989"
"2020-08-01 00:00:00","c","1991"
"2020-08-01 00:00:00","python","25836"
"2020-08-01 00:00:00","php","5669"
"2020-08-01 00:00:00","c++","5038"
"2020-08-01 00:00:00","go","760"
"2020-08-01 00:00:00","ruby","595"
"2020-08-01 00:00:00","swift","3062"
"2020-09-01 00:00:00","java","10718"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2279"
"2020-09-01 00:00:00","c#","7258"
"2020-09-01 00:00:00","javascript","19468"
"2020-09-01 00:00:00","assembly","305"
"2020-09-01 00:00:00","c++","4226"
"2020-09-01 00:00:00","go","810"
"2020-09-01 00:00:00","r","5387"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","ruby","571"
"2020-09-01 00:00:00","python","25019"
"2020-09-01 00:00:00","swift","3006"
"2020-09-01 00:00:00","php","5621"
"2020-10-01 00:00:00","c#","6987"
"2020-10-01 00:00:00","c++","4703"
"2020-10-01 00:00:00","python","26371"
"2020-10-01 00:00:00","assembly","380"
"2020-10-01 00:00:00","java","10745"
"2020-10-01 00:00:00","c","2517"
"2020-10-01 00:00:00","go","648"
"2020-10-01 00:00:00","javascript","19128"
"2020-10-01 00:00:00","delphi","193"
"2020-10-01 00:00:00","ruby","550"
"2020-10-01 00:00:00","r","5792"
"2020-10-01 00:00:00","swift","2746"
"2020-10-01 00:00:00","perl","174"
"2020-10-01 00:00:00","php","5432"
"2020-11-01 00:00:00","c","2898"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","600"
"2020-11-01 00:00:00","javascript","18134"
"2020-11-01 00:00:00","java","10275"
"2020-11-01 00:00:00","c#","6795"
"2020-11-01 00:00:00","assembly","412"
"2020-11-01 00:00:00","python","25940"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4734"
"2020-11-01 00:00:00","php","5529"
"2020-11-01 00:00:00","ruby","585"
"2020-11-01 00:00:00","r","5625"
"2020-11-01 00:00:00","swift","2624"
"2020-12-01 00:00:00","delphi","213"
